2024-09-08 13:16:40,On_Couch
2024-09-08 13:19:02,On_Couch
2024-09-08 13:21:22,On_Couch
2024-09-08 13:23:42,Sleeping
2024-09-08 13:26:12,On_Couch
2024-09-08 13:28:49,On_Couch
2024-09-08 13:31:10,On_Couch
2024-09-08 13:35:18,On_Couch
2024-09-08 13:37:40,On_Couch
2024-09-08 13:40:00,On_Couch
2024-09-08 13:42:19,Standing
2024-09-08 13:44:39,On_Couch
2024-09-08 13:47:00,On_Couch
2024-09-08 13:51:26,On_Couch
2024-09-08 13:53:48,On_Couch
2024-09-08 13:56:07,On_Couch
2024-09-08 13:58:26,On_Couch
2024-09-08 14:00:47,On_Couch
2024-09-08 14:03:11,On_Couch
2024-09-08 16:48:19,On_Couch
2024-09-08 16:50:41,On_Couch
2024-09-08 16:53:00,On_Couch
2024-09-08 16:55:19,On_Couch
2024-09-08 16:57:39,On_Couch
2024-09-08 17:00:02,On_Couch
2024-09-08 17:02:23,On_Couch
2024-09-08 17:04:45,On_Couch
2024-09-08 17:07:06,On_Couch
2024-09-08 17:09:27,Sleeping
2024-09-08 17:15:51,On_Couch
2024-09-08 17:18:36,On_Couch
2024-09-08 17:20:55,Sleeping
2024-09-08 17:23:25,Not_home
2024-09-08 17:25:51,Not_home
2024-09-08 17:28:15,Not_home
2024-09-08 17:30:33,Not_home
2024-09-08 17:32:50,Not_home
2024-09-08 17:35:08,On_Couch
2024-09-08 17:37:46,On_Couch
2024-09-08 17:40:11,On_Couch
2024-09-08 17:51:20,Not_home
2024-09-08 17:53:42,Not_home
2024-09-08 17:55:59,Not_home
2024-09-08 17:58:16,Not_home
2024-09-08 18:00:32,Not_home
2024-09-08 18:02:48,Not_home
2024-09-08 18:05:12,Not_home
2024-09-08 18:07:29,Not_home
2024-09-08 18:09:47,Not_home
2024-09-08 18:12:06,Not_home
2024-09-08 18:14:23,Not_home
2024-09-08 18:16:40,Not_home
2024-09-08 18:18:57,Not_home
2024-09-08 19:18:14,On_Couch
2024-09-08 19:20:50,On_Couch
2024-09-08 19:23:10,On_Couch
2024-09-08 19:25:30,On_Couch
2024-09-08 19:27:49,On_Couch
2024-09-08 19:30:10,On_Couch
2024-09-08 19:32:31,On_Couch
2024-09-08 19:34:52,On_Couch
2024-09-08 19:37:13,On_Couch
2024-09-08 19:39:35,On_Couch
2024-09-08 19:42:00,On_Couch
2024-09-08 20:32:17,On_Couch
2024-09-08 20:34:39,On_Couch
2024-09-08 20:36:58,On_Couch
2024-09-08 20:39:18,On_Couch
2024-09-08 20:41:38,On_Couch
2024-09-08 20:43:59,On_Couch
2024-09-08 20:46:19,On_Couch
2024-09-08 20:48:40,On_Couch
2024-09-08 20:50:59,On_Couch
2024-09-08 20:53:19,On_Couch
2024-09-08 20:55:44,On_Couch
2024-09-09 07:10:38,Sleeping
2024-09-09 07:13:09,Sleeping
2024-09-09 07:15:28,Not_home
2024-09-09 07:17:50,Sleeping
